Case #1: 70
39 8 32761
6 4 136875
9 15 126095
16 11 59323
33 27 80464
14 37 30643
15 45 96542
30 25 125514
8 26 50038
32 21 135200
40 23 93372
11 7 24559
8 3 57161
28 46 135570
37 12 64773
31 28 148105
30 31 62871
39 14 23776
26 40 81418
18 20 103402
28 45 129646
21 40 140194
14 41 5023
35 17 80611
34 17 79238
2 26 47607
5 39 35924
9 1 25850
19 18 113801
29 9 96327
46 11 49290
45 46 26923
31 10 41348
33 11 61651
12 34 67599
4 43 157834
4 18 122944
8 35 93050
32 15 77523
15 41 76255
9 13 147468
7 6 73383
11 22 68884
10 41 44765
33 26 51433
7 13 111423
36 15 80913
14 5 19462
29 26 78923
6 44 117564
8 34 25439
18 41 86765
21 28 186790
20 19 53719
9 4 126425
3 34 82600
39 18 105518
5 31 20338
15 30 19283
37 33 54663
32 35 106883
22 29 94107
4 34 115077
42 10 80649
38 15 86416
14 33 34296
36 9 45182
40 34 84719
10 40 94569
37 35 90792
7 39 41892
35 31 72031
36 20 22025
25 42 111700
39 41 28799
5 23 55094
35 25 132162
2 44 60366
4 12 140067
39 40 77781
41 46 6636
35 24 87355
27 11 76147
44 14 59467
16 45 44788
4 23 81008
26 12 85872
22 9 107258
22 34 95910
14 23 35632
33 28 181275
43 39 102716
26 4 109021
33 18 116038
38 12 63597
8 36 22260
6 32 123152
8 13 125276
40 2 77934
14 1 18967
5 8 3163
6 30 79109
11 28 184610
46 1 30626
18 27 111058
12 46 46800
31 23 37238
42 6 104945
9 18 126559
28 1 147677
1 5 38429
41 37 35666
46 36 11294
23 24 52562
33 16 87176
29 25 128986
29 13 154161
30 35 132420
35 21 138389
18 36 82107
3 32 145501
8 32 94666
33 42 82078
26 32 99454
26 3 100873
19 21 104467
5 35 89887
10 1 58709
30 44 102927
31 34 35075
17 21 94821
3 22 110226
25 34 130789
26 27 73581
32 28 219270
39 26 40913
14 38 5138
27 8 48414
3 30 96531
27 2 49510
39 20 35160
12 24 65343
37 31 32249
36 10 40107
4 25 68764
5 40 77202
4 7 63492
41 11 42654
32 1 91008
19 36 31694
9 21 121917
12 2 78653
15 21 106631
24 27 73374
3 31 74336
24 40 74670
37 22 93084
17 6 45730
30 22 90635
2 10 23704
20 23 57292
38 5 24600
27 46 59380
23 16 48124
37 36 31008
6 20 94412
30 41 56972
41 7 23139
30 27 94110
42 7 65898
20 41 26683
42 38 52920
30 38 67133
22 42 76821
10 28 186971
45 11 62941
25 14 97320
8 24 29509
21 34 76353
5 12 38997
36 16 53245
17 45 37677
29 23 67298
35 20 81809
5 9 64279
14 28 147229
14 15 81278
46 5 7803
37 45 55953
10 34 63757
46 20 33319
10 4 85118
9 19 76876
3 16 100665
27 43 42754
7 5 37578
21 44 22987
26 46 39072
16 46 64539
42 2 67976
33 35 94445
40 7 75856
6 28 178997
37 24 47573
32 38 77179
37 34 2826
14 13 102651
1 24 35897
8 19 15760
43 42 69513
31 22 64047
24 42 54666
17 1 64736
20 7 39776
2 1 39161
7 35 52958
21 27 99328
14 17 45769
4 45 106918
35 9 88774
26 20 38797
28 7 165345
15 23 109685
29 21 31493
3 6 132159
2 15 101472
35 44 115402
13 20 124311
9 44 98930
20 38 16522
43 24 85824
39 42 71558
45 24 32194
43 25 114242
34 28 129438
30 4 143603
43 11 116571
20 5 41122
14 32 72041
24 16 69810
14 18 81742
6 29 123165
17 42 60149
32 41 77064
16 30 100196
36 35 70790
25 36 97685
4 22 103643
9 42 92599
11 17 52212
2 13 113501
22 40 120181
16 13 146187
26 35 43012
39 3 89922
12 16 111339
42 44 56629
22 32 86702
41 17 50792
20 30 83655
27 16 82196
29 40 109250
37 16 83523
43 36 78575
45 36 24945
40 46 69399
20 1 40627
2 6 71305
12 17 104228
16 17 7111
38 27 51306
3 5 53998
29 10 75564
1 29 70477
24 26 44343
13 6 184806
13 31 104257
24 21 89338
9 25 142137
19 25 129379
30 33 96291
10 32 75551
1 25 116287
31 6 84634
23 21 98791
36 12 58094
31 40 59346
36 32 72406
28 36 146864
46 8 10966
29 11 78497
34 24 50399
15 4 162886
13 35 164381
30 1 80962
41 24 11907
17 8 68394
21 42 79616
12 14 58459
8 12 42160
23 1 54599
45 38 30448
37 38 25505
10 21 107057
28 25 218874
36 39 24141
42 23 60831
9 26 72230
7 23 17516
10 15 121020
37 46 33579
13 33 136947
23 25 92564
3 38 78598
36 17 46134
26 43 106353
44 1 78434
39 16 76656
21 8 95033
18 13 170875
4 41 86631
40 30 119735
9 31 46423
10 16 56390
31 19 32935
18 44 107807
22 5 81903
24 15 88162
22 41 67464
19 11 69690
25 13 116695
8 11 60256
40 25 107960
27 44 83388
11 25 103763
12 32 130500
16 18 28862
9 34 78286
6 1 101995
12 18 140201
35 45 95735
45 31 26186
25 3 145105
13 36 103016
21 46 84067
23 9 80449
33 40 29985
36 44 59102
10 25 100830
38 10 35426
46 42 49395
37 21 73527
32 17 77422
30 34 71135
44 38 64605
39 13 126427
21 18 130794
46 23 47291
34 19 41199
37 18 112385
16 26 80293
28 23 170466
19 41 27036
23 36 35997
3 43 129074
34 35 93618
24 5 26346
1 37 49610
38 33 29158
8 25 119945
40 44 117207
13 21 122911
31 44 60343
28 27 152413
4 32 117417
39 32 95817
35 28 159508
28 17 167323
1 3 92427
22 23 57685
22 43 79363
22 14 62441
14 45 25310
29 39 75286
10 14 39742
3 13 176111
43 13 181591
11 5 57093
15 46 69619
1 13 121618
19 23 67691
43 17 96035
4 36 81973
44 10 84070
36 7 18481
26 25 124733
34 26 50606
45 30 77259
16 15 80913
31 26 29019
8 28 130930
34 18 115211
5 37 25776
1 27 75411
13 10 133049
45 32 97351
31 29 52386
7 38 23254
1 11 56598
46 31 12535
24 28 154113
19 16 84939
17 38 50907
20 32 93701
42 18 96122
33 45 59606
43 7 94342
12 28 166764
32 29 103707
12 3 92995
19 45 47323
36 29 51145
30 36 61630
26 13 130064
12 19 26400
5 25 116782
38 43 84078
26 30 89408
34 39 46969
36 38 5503
35 39 83925
38 41 10161
1 35 89392
21 11 109990
7 31 19722
44 37 90110
12 45 73723
3 21 113021
34 20 44853
26 10 57701
13 37 133294
28 19 140364
2 5 39656
24 11 54561
11 37 57998
43 28 195167
20 24 38590
8 18 104367
27 29 91894
21 45 57144
1 45 44277
26 7 45529
14 30 61995
14 3 73460
7 22 44325
21 2 83353
17 25 51551
4 5 101070
28 26 174392
7 33 52412
41 13 107674
45 29 42663
7 3 91576
1 33 53263
14 16 52880
34 2 53663
24 46 18543
35 27 104546
12 30 81530
31 15 82154
38 18 86880
44 16 78945
29 44 8506
26 21 109867
14 46 11659
15 7 99394
29 17 77435
34 33 54734
16 42 67260
23 26 63045
12 41 53436
27 19 64174
19 37 38373
27 25 126636
32 23 67285
22 17 16672
31 12 59335
43 8 78247
7 17 27653
37 10 60931
13 42 150433
40 32 129781
30 37 68309
21 6 125912
32 18 67401
42 29 65135
12 9 103276
29 43 129720
23 35 70474
41 44 54444
43 40 136680
23 17 41013
4 19 113667
12 20 80119
11 44 87003
11 6 97942
18 46 93401
43 19 87681
22 2 42247
15 35 151703
28 9 173527
26 45 52723
40 1 76707
32 34 105510
20 3 95120
11 34 60824
46 7 29775
44 46 61080
6 18 67481
45 3 55877
22 35 97283
19 40 89799
25 16 44440
1 16 71847
19 24 38943
19 26 59472
28 4 228837
16 8 75505
27 15 113393
44 33 93763
25 33 131616
6 33 107048
44 4 97967
27 4 115080
38 31 6744
19 33 66355
4 24 98538
43 34 71381
26 6 100165
41 27 61467
15 40 139018
1 26 46380
23 2 15438
27 40 110449
22 33 96737
9 14 44817
14 42 47782
22 44 88506
22 39 86217
40 6 137033
41 2 25217
20 45 46970
43 35 147300
25 45 89228
28 20 168639
46 17 57428
31 4 83214
11 9 54509
3 2 93654
6 34 55211
12 13 142901
25 18 54180
6 36 83393
33 36 34661
37 2 50837
22 6 48180
37 27 25801
40 35 124430
27 22 91757
26 44 86880
3 11 111091
28 5 127767
28 29 172309
2 8 42819
24 6 99958
37 40 84648
32 31 73647
24 32 88971
40 18 139482
10 24 56672
8 29 73405
29 35 106896
21 22 111493
2 30 82189
3 18 129527
21 14 82454
23 12 94091
39 2 43970
1 36 19332
25 20 118980
12 21 91633
29 12 109239
29 16 84546
9 33 79113
36 22 62806
25 24 114250
38 13 107789
11 23 42075
36 3 73095
44 43 126142
39 17 69545
17 40 103509
42 40 105522
34 27 28627
18 1 100709
9 32 67732
2 25 77126
38 35 65287
6 9 127845
6 46 85964
14 35 70425
31 24 17806
17 24 62699
11 26 54768
41 26 32436
38 2 25332
3 17 93554
25 39 121096
8 44 72046
10 3 113202
33 29 85806
Case #76: 50
15 19 64000
22 48 726290
28 25 906934
34 4 546818
24 25 771409
15 10 906408
32 2 962967
39 14 594385
7 47 807046
25 27 780188
33 6 641143
4 19 76590
4 50 326740
9 1 38500
48 45 753260
29 21 719034
19 43 778348
17 24 964393
44 4 426525
41 8 831282
7 48 577736
46 5 947454
48 13 706151
6 22 882402
10 4 893818
30 47 663735
48 21 107308
18 32 944403
46 17 230704
1 11 709744
17 28 883223
49 36 109413
26 4 862296
23 31 849702
50 27 47300
41 25 887513
18 46 717096
27 7 585131
31 32 967775
20 1 752705
46 44 782887
11 17 953934
42 44 978610
33 19 592628
39 37 258877
13 15 563769
15 23 840983
7 18 975443
12 40 409255
39 17 823608
Case #77: Impossible
Case #78: Impossible
Case #79: 22
12 2 484722
11 3 73236
5 12 96905
8 2 824471
8 4 570755
11 7 209065
5 1 617344
7 5 136520
10 8 409709
8 7 576912
7 2 251297
9 3 228790
7 4 413632
11 2 415866
2 9 571420
10 12 221294
11 9 155554
5 3 691
11 6 427506
6 8 525003
6 2 843372
3 12 96214
Case #80: 204
26 25 237199
22 6 187065
6 1 133376
5 26 103759
12 1 83067
26 24 82804
28 9 69419
28 8 124616
26 23 158049
18 24 193334
4 8 277444
8 20 110395
21 10 171126
2 12 5011
21 12 105610
30 23 203765
7 24 21455
8 27 146952
3 10 59574
1 31 149697
31 26 36612
25 19 237705
28 31 94065
12 4 180263
25 4 371380
19 29 235042
25 18 288897
27 30 78166
14 23 175572
30 16 190868
7 12 92261
8 1 180248
1 26 119127
17 29 138780
3 15 30757
28 6 100929
21 30 161191
21 23 125074
26 20 79066
19 8 163344
5 22 157923
11 31 57204
2 25 196128
18 26 178688
14 22 169757
19 18 215597
10 16 200803
22 12 148613
21 6 32116
9 22 187078
6 24 47593
24 14 111918
4 10 196776
21 8 139860
23 28 139402
10 13 192243
5 30 60238
21 20 34767
20 17 83637
7 9 30177
4 21 242712
17 21 113102
25 20 165198
15 2 68807
24 10 118135
4 1 253308
13 29 119737
17 4 138752
18 12 142628
19 21 101972
8 26 143263
21 28 133045
26 29 140251
25 7 236897
19 30 60835
24 23 140551
2 31 71641
31 20 115678
29 25 332652
7 19 808
30 1 164843
5 18 155457
3 1 116106
16 20 64444
29 21 248782
16 14 221304
17 18 174117
13 22 90136
19 22 205441
7 14 133373
24 3 85825
31 7 70697
4 9 225707
23 12 111967
13 16 137152
17 23 153478
27 11 167937
24 13 105664
18 21 200942
30 9 90204
10 9 126857
23 1 195034
27 29 169596
29 1 253336
21 13 153922
27 10 142384
13 19 127927
19 11 121425
9 5 65011
29 31 170821
21 1 165492
25 22 336035
24 29 223055
16 4 272389
16 15 171986
29 22 29601
3 5 100738
18 15 206424
24 20 50244
15 28 91231
16 24 109386
4 24 216985
14 17 199293
27 15 113567
28 1 100480
8 15 134908
12 25 201139
17 16 142779
23 22 260580
31 30 130724
21 22 219181
18 30 179556
31 19 69889
25 8 275593
14 21 191627
4 7 235822
23 18 75868
24 19 22263
8 29 275395
4 22 244831
29 7 235850
11 1 198342
1 20 136027
25 14 327360
13 23 211597
1 13 172675
2 4 175252
26 22 110650
18 3 175667
9 19 30985
29 15 167987
20 9 58966
10 18 196745
13 9 96942
27 14 167723
1 17 114556
23 31 152528
31 5 134329
25 17 232628
18 20 171477
17 11 86677
1 14 197701
1 18 215673
16 26 138208
27 22 139995
11 9 152410
13 2 94619
4 20 213247
30 29 247762
17 10 61124
26 17 4571
27 20 106049
6 8 107744
2 24 75817
23 2 116978
9 2 84539
17 13 131119
4 13 269871
31 17 35141
21 3 111552
2 11 123177
14 26 194722
31 6 113027
31 25 267769
10 11 83187
13 11 217796
18 2 137617
14 18 251440
5 29 187524
11 26 88148
16 29 256889
12 16 135287
7 17 100170
6 14 159511
27 23 161738
2 3 38050
28 10 120048
26 19 100833
16 21 29677
8 30 188979
5 13 67787
12 27 49771
11 3 85127
15 19 67055
Case #81: 237
7 14 211297
11 13 175037
12 14 321704
2 15 381637
15 14 381587
5 8 106600
12 18 165625
11 8 142551
23 16 207333
21 19 108526
7 17 212242
18 14 156079
22 19 325705
4 16 310948
14 1 96070
14 8 180481
16 11 204805
12 17 375019
23 5 38479
20 6 211456
3 10 158750
13 10 170700
15 3 302605
13 24 246902
13 14 156631
15 16 344323
12 1 365513
6 7 165855
15 17 302665
13 20 104054
10 14 303431
21 6 182434
20 16 299501
4 13 92607
11 14 242069
12 9 256535
8 13 259910
13 22 362336
5 1 117690
7 15 243091
17 16 296050
17 23 165675
19 1 142015
20 24 238463
22 15 149776
19 20 153489
19 15 182370
1 17 244886
14 20 75471
17 20 257843
9 5 8712
18 7 216048
21 11 120152
3 13 11950
16 22 311742
21 22 359614
8 2 215698
1 24 225506
17 5 127196
7 2 291214
19 17 151521
10 19 128281
11 4 178045
12 13 401133
23 8 145079
14 22 495067
2 9 214880
18 24 124324
20 4 11447
16 13 322380
10 2 238686
17 8 233796
21 9 92913
10 5 121380
4 6 222903
15 11 139518
16 5 168854
24 22 409196
14 19 206066
9 3 135848
6 18 211811
13 15 314555
21 16 270479
2 13 362678
8 10 222832
17 13 280722
11 10 85429
7 19 91947
16 8 275454
3 22 350386
19 13 132185
3 14 144681
8 12 141223
2 5 223592
16 10 290234
15 12 423292
3 17 271756
23 20 169126
24 12 161884
2 11 242119
18 4 220103
24 17 235012
8 21 148593
18 13 235508
8 15 282069
20 5 130647
3 20 92104
4 7 147273
13 6 234335
14 5 206118
18 19 155327
11 22 289294
10 9 112668
18 8 24402
4 8 244505
9 24 99104
23 6 119288
3 19 120235
12 16 416677
7 11 103573
6 3 225369
3 2 350728
19 8 130925
21 17 208436
1 21 219315
13 23 177565
19 5 24325
23 4 180573
19 4 142042
23 14 244597
21 12 289816
3 1 48611
18 20 231550
21 13 240711
3 4 80657
11 18 166953
12 3 389183
24 4 249910
6 11 116760
22 6 399613
2 19 230493
1 9 126402
17 22 446000
18 10 247234
24 11 126343
1 16 286544
7 22 283770
21 10 205581
11 5 35951
5 13 153526
5 3 144560
16 14 374972
18 22 418058
20 1 43493
2 23 244647
3 7 66616
22 20 442490
3 21 228761
9 7 76334
1 7 115227
7 10 189002
22 5 318804
22 12 566627
12 7 332869
17 14 333314
4 22 431043
24 5 107816
4 12 385728
4 1 32046
24 15 265861
6 24 188625
16 24 276670
4 2 365686
3 18 223558
5 18 131002
20 15 306116
14 24 280403
9 17 135908
15 18 306471
12 19 272148
24 8 99922
13 1 60561
22 8 425404
4 10 239407
24 21 192017
15 23 196524
7 16 253900
18 1 248692
23 1 156169
6 8 187409
5 15 175469
3 24 234952
10 17 248576
9 15 166757
23 18 169481
16 18 299856
19 24 114717
9 11 27239
19 16 193179
9 13 147798
6 1 198499
2 14 365465
15 4 317563
1 10 207361
10 24 122910
14 4 64024
12 5 247823
22 2 524972
4 5 142094
1 11 153641
15 10 224947
23 9 29767
15 1 293159
3 16 313414
21 15 259670
8 20 237247
3 11 163087
16 2 392446
20 9 139359
23 19 45380
2 20 354239
21 5 101625
20 21 232272
20 12 378470
17 11 163147
23 10 142435
21 2 307793
9 19 15613
8 3 247960
7 24 175438
14 6 286927
12 23 286302
6 17 46387
24 23 128871
10 6 202189
9 8 115312
22 9 310092
Case #82: 43
6 1 281998
2 1 46431
9 1 220670
10 4 218277
3 1 182791
3 7 210518
10 6 341920
6 3 270632
5 6 239052
7 4 331579
8 7 445709
3 4 146989
1 4 35802
2 9 267101
7 2 342208
5 10 250456
9 7 75107
8 2 332567
1 8 378998
5 1 437936
4 9 256472
11 10 525694
9 8 370602
8 10 336341
10 2 300510
4 5 420257
7 10 281806
10 3 71288
1 11 447038
6 4 317800
9 5 217266
8 4 412042
11 5 587813
11 3 454406
8 6 97000
10 9 206699
11 6 348761
9 6 406043
2 11 406956
5 8 336052
3 5 321744
3 8 265053
5 2 474619
Case #83: 1
1 2 5
Case #84: Impossible
Case #85: Impossible
Case #86: Impossible
Case #87: 67
13 9 197345
7 32 473228
25 12 398459
9 21 435566
19 2 290176
26 9 700717
28 32 553733
37 36 557605
20 13 644229
17 39 580581
20 34 738476
4 14 309543
29 7 485059
20 8 569102
31 3 78354
36 29 587492
24 17 349837
29 25 994812
23 17 29941
37 28 740031
2 22 59521
21 18 675489
14 2 60771
40 39 676180
5 34 496020
1 5 257202
23 6 526728
7 20 826742
40 22 384705
5 36 524983
40 26 86577
2 33 374684
41 27 168032
1 12 202440
3 27 357390
17 4 281412
36 26 799874
29 33 672579
17 36 353149
16 12 673158
26 7 837713
14 28 603551
32 36 233701
29 6 841204
35 8 229097
6 22 522099
1 27 199335
11 14 426031
17 26 496594
11 9 382069
39 9 545805
14 12 18102
38 27 33685
34 4 364023
25 6 905275
32 11 524508
33 4 309473
24 4 631249
4 23 311353
9 32 336232
17 33 340475
19 13 296961
19 25 545423
9 33 305699
1 18 362928
30 18 873641
12 39 626814
Case #88: 107
2 10 308605
7 2 90212
12 13 289079
5 2 255490
10 4 223617
14 12 262389
12 9 333766
11 7 430983
4 15 184134
6 3 253164
9 3 330802
16 3 424625
3 5 402803
4 16 288500
1 16 64599
6 5 149639
11 9 290609
17 2 299689
6 17 174662
4 17 284668
7 9 140374
12 17 183390
5 14 326312
5 4 141755
9 13 355619
3 14 248826
8 9 132942
2 1 266274
4 1 318083
8 11 386165
14 17 411801
13 6 280351
16 15 351518
7 14 161034
13 1 139104
12 11 479995
14 4 275601
8 14 372599
1 7 356486
8 3 197860
10 15 287960
6 9 77638
17 5 177929
2 16 330873
5 16 146745
13 11 402294
2 11 425634
5 11 362610
17 1 33415
14 2 112112
10 13 372599
16 10 298094
10 5 172420
10 8 168915
15 13 345899
8 4 165310
12 16 214574
8 6 55304
11 14 496456
9 2 183489
4 2 204779
13 2 366544
12 6 358052
1 14 378386
4 3 363170
6 14 331949
11 6 330861
6 15 240482
4 9 69754
5 1 211344
2 8 301777
7 17 382021
16 17 31184
4 6 110006
12 4 355056
9 14 254311
16 14 442985
5 8 204943
12 15 170922
11 17 296605
16 13 136873
11 15 404989
3 10 249814
6 7 218012
17 10 266910
7 12 240489
3 12 511215
5 9 72001
1 15 286919
3 17 427826
1 11 330020
15 3 340293
14 13 437366
9 10 191249
6 1 208077
7 13 276332
1 12 149975
4 7 210128
7 8 273316
2 3 360938
3 13 533515
15 2 20645
10 7 331623
7 3 409860
7 5 212375
13 17 105689
6 2 261127
Case #89: 188
10 26 235168
10 22 330354
1 15 327276
19 22 112086
6 14 318825
32 25 277458
23 37 31628
21 12 152034
31 37 152087
21 30 133181
31 17 124539
8 2 581937
7 24 116563
36 10 173703
10 13 414751
15 5 240726
33 24 186312
37 29 315841
39 29 337138
37 11 128715
6 7 117761
33 37 204432
19 14 258393
26 25 287682
23 1 205453
2 34 346335
41 1 228026
31 29 366088
20 1 276299
39 15 174748
10 5 363999
1 22 200265
4 24 229408
22 21 172524
39 1 152528
42 34 219572
38 41 296546
38 6 413966
8 30 362570
21 13 138351
39 8 424604
37 3 79343
30 39 72217
41 29 249046
39 19 264457
38 8 628553
19 15 259922
32 7 119992
1 19 298667
4 5 40487
32 11 344625
17 14 278527
35 33 223517
32 34 189507
36 41 243332
40 10 266115
19 33 280945
28 2 426105
26 3 135428
32 42 359098
2 18 297156
38 39 404009
24 10 208767
1 40 266216
32 29 401468
35 36 254113
10 12 146074
27 7 37698
36 19 310329
6 40 123645
29 4 304496
34 9 378376
29 15 369112
41 3 7936
6 1 142571
3 10 284964
35 6 218198
20 22 175301
16 2 340045
41 7 32430
15 33 238117
24 25 141512
27 3 13204
9 2 586590
42 8 345031
23 17 121908
29 26 376538
16 10 299711
5 36 241143
8 20 311016
16 9 384666
11 5 59497
3 18 69686
19 37 214949
17 25 19321
30 36 159589
36 28 130099
22 37 102863
39 18 94210
21 36 254186
29 38 545592
16 12 184555
21 26 154218
26 42 350040
3 25 152254
11 15 300223
32 41 152422
19 42 130808
24 11 248418
17 5 216582
4 18 119362
16 31 93476
2 21 288242
19 24 208117
32 19 301114
17 24 122191
12 42 203180
5 2 235667
4 23 141333
4 8 319467
9 12 450382
13 19 341049
36 6 203179
16 38 372010
9 14 555042
35 18 183088
41 37 71407
39 28 118059
25 8 405263
7 26 175794
14 7 315910
4 15 281213
35 4 266613
6 22 197373
3 23 110971
11 6 223225
30 32 274749
37 9 380609
42 25 131621
25 33 327824
10 32 374816
31 33 283190
32 17 296779
33 5 135214
9 3 317138
11 36 300640
30 35 136024
24 12 225313
42 14 127585
15 32 288360
24 20 47265
13 9 436699
21 15 146792
15 37 201544
19 40 150769
4 37 109705
11 4 19010
6 31 135432
30 38 418873
28 14 310828
5 13 268122
1 21 217172
8 35 300956
42 41 206676
34 14 347157
21 29 259900
28 13 289021
24 9 355695
32 35 273760
30 13 249824
8 32 500306
25 1 202190
8 41 347884
39 31 125475
18 33 214089
3 19 221488
2 11 295164
30 25 121879
34 28 92350
14 20 246612
20 26 258890
19 25 255099
34 36 222449
39 3 102592
28 17 187042
39 13 234960
6 26 247977
31 10 305645
Case #90: Impossible
Case #91: 1000
49 43 91689
37 8 18747
41 5 56966
16 36 62508
37 12 84353
6 12 87818
8 22 81650
27 16 52293
18 43 180346
36 50 106496
9 11 134246
35 42 50076
6 17 25511
39 20 120619
22 41 96269
43 47 171180
49 30 18326
27 6 38025
23 38 63179
26 6 118966
1 38 67309
49 4 80246
15 35 39193
31 2 106419
50 44 10148
13 37 8574
11 1 29293
45 37 61163
31 12 88204
25 2 89631
35 49 67864
20 21 104572
2 50 83664
42 23 75471
2 40 137766
33 8 39835
14 46 106494
46 30 93824
17 35 85493
26 23 119347
8 1 3799
4 14 137994
9 47 169453
29 47 134133
25 40 48135
30 7 53858
4 20 125766
50 12 134893
10 6 72758
46 9 113983
32 2 75437
3 49 31297
33 37 21088
17 37 37154
45 35 16861
22 42 118265
49 47 109886
30 16 15432
8 20 84053
32 5 89810
50 46 121460
19 44 121779
40 16 87139
13 24 47169
41 19 65687
18 48 105147
7 48 51006
38 11 46418
35 34 73618
31 10 64728
11 33 27837
34 25 29993
12 14 93061
47 17 78250
9 5 90164
49 50 112855
41 2 93870
21 47 126445
43 32 81866
33 13 12514
18 4 54475
46 13 79494
47 12 117146
28 47 120129
31 43 107664
43 6 119538
29 6 80279
16 42 15970
24 18 86858
18 27 126077
20 13 90091
10 46 73820
8 29 74290
44 40 138470
14 15 98943
25 22 71464
13 15 69623
33 40 65758
20 46 68558
4 19 102791
39 15 99642
13 36 11122
4 12 138313
25 50 112509
41 42 77337
30 25 53089
38 34 66197
7 25 66445
9 43 194834
50 35 113203
31 17 83523
17 32 51957
41 9 147130
23 34 50790
10 21 31973
15 34 83701
13 11 15323
8 30 68369
7 26 140315
19 50 111631
13 42 52547
43 14 123844
9 50 205365
16 34 79515
23 3 36917
28 6 29594
7 4 84914
31 40 91039
9 6 153528
33 20 100938
27 35 46930
42 1 71190
31 33 25281
20 5 78050
25 31 54930
45 50 96342
7 28 17085
33 29 79108
48 17 54545
38 16 83206
29 24 98374
9 4 164126
13 50 112524
21 30 48580
7 45 49924
44 9 195217
38 27 67728
37 2 98192
22 50 85911
38 25 36204
40 14 104307
9 15 133492
48 32 106502
19 42 72273
10 37 60535
16 26 117039
48 6 55041
16 43 88795
25 8 27306
50 3 103949
17 3 37153
21 13 80146
41 23 3552
7 36 60432
37 3 1
35 33 38656
9 7 127362
30 20 94710
38 3 44764
30 10 48747
11 19 38354
10 43 106713
9 12 127416
2 26 171031
42 27 61498
12 26 161688
24 31 84964
6 36 39083
46 3 70919
39 23 106160
